Values
0.021404396
0.015103944
0.035771954
0.014668513
0.032701007
-0.165374605
-0.077049894
-0.006460571
0.072901878
0.003474478
0.018458906
-0.182966001
-0.001085879
0.036391858
0.045791876
-0.000525956
0.013119907
0.033144743
3.24E-05
0.041068073
-0.002138433
0.033191599
-0.021124503
-0.00179611
-0.007449954
0.003643942
0.009262796
0.014529388
0.009217613
-0.005316064
0.00307865
0.005313343
0.046435339
0.018417195
0.013685609
0.008506499
0.002129648
0.011568231
0.010918782
-0.010956839
-0.077296201
0.012466353
0.044025729
0.00022936
-0.021449895
0.011247203
0.013752929
0.015848954
0.010750807
0.022158114
-0.005448834
0.001294234
0.030750171
0.020679271
0.016944296
-0.01741178
0.02233393
0.011946013
0.028797134
0.005843459
0.00621975
0.023882689
0.034318751
-0.015147274
0.005104057
0.018211676
-0.06566099
-0.045709256
0.010820597
-0.115102384
0.114615964
0.026831515
0.03186288
0.00892319
0.014554863
-0.120700006
-0.04275399
-0.113270466
0.034758568
0.037679855
0.046821561
-0.071089035
0.021509105
-0.094926354
-0.032081785
0.059876438
0.019805279
0.045152641
0.00125461
0.011670802
0.016888658
0.027643956
0.007273105
0.039133594
0.004656298
-0.011389624
0.031945627
0.023363797
-0.004939178
0.006655694
0.020483838
0.001313597
0.007684841
-0.049622708
0.012898531
0.006985587
8.66E-05
0.00303986
0.024614543
-0.001693924
0.01518047
0.016250595
-0.022525131
0.008719042
0.00763824
0.006928904
0.016430936
0.015680749
-0.005100265
0.021833369
-0.001915081
0.031041544
0.042445411
0.015946445
0.008037866
0.033361631
0.017263436
0.005418037
0.024707078
0.048055697
0.02962055
0.033547874
-0.096229831
0.022955288
0.06876227
-0.051918796
0.002993114
0.051359937
0.029003772
0.061262598
0.028778848
0.018239994
0.030103555
0.052972807
0.060636152
-0.00517965
-0.106106932
-0.079570488
0.111892856
0.010410477
-0.002052073
0.004312141
0.088260803
0.023927162
0.011962905
0.018715389
0.034704897
0.060100229
-0.043696471
0.032827025
0.029556328
0.009780889
0.025365565
-0.136307471
0.065603262
-0.122726648
-0.087156568
0.107458766
0.031142258
0.004523421
0.012912725
0.031192074
0.009534049
-0.006617279
0.030648792
-0.064085189
-0.010296499
-0.058164398
-0.023320318
0.06887958
0.012403586
-0.023323631
-0.031137703
0.006016893
0.040588445
0.028676743
-0.008748739
0.012083792
-0.043047655
0.009433686
0.001587732
-0.08138567
-0.018211434
0.008807793
0.015285528
-0.100461751
-0.065746276
-0.070594724
0.078506769
0.09180713
0.036125132
0.032348663
0.123640986
0.031973803
-0.020129196
0.018529791
-0.090546232
-0.020880442
0.048338956
0.049081499
0.004124649
-0.029438921
0.034202592
-0.013635795
0.004225043
0.018375015
0.023849723
0.104156544
0.027333334
0.021158511
0.035563356
-0.028858665
0.02330515
0.02766339
0.069917262
0.049582138
0.037031328
-0.036333629
0.023487826
0.058541629
-0.044879601
-0.001614524
0.016602309
-0.054219971
-0.052137769
0.113613311
0.00840068
0.036404294
-0.002527948
0.007201955
-0.023650289
0.037310574
0.032505365
0.023596123
0.015494433
-0.042653405
-0.010620301
-0.104337453
0.018277155
0.094071705
-0.002417381
-0.082052818
0.002485081
-0.04559683
0.032659623
-0.040708478
-0.046234418
-0.16001294
-0.083900306
0.185247131
-0.019031891
0.074245089
0.024729473
-0.008910287
-0.061830837
-0.018447345
0.026109518
0.004244319
0.033863015
0.029607555
0.016849757
0.024160656
0.002149702
0.041093558
0.013309944
0.02656936
-0.030108829
-0.015873479
-0.006881334
0.039237436
0.003104785
0.020324201
0.030054736
0.037126417
0.000972544
0.023566892
0.114694422
0.025029954
-0.023626391
0.023494876
-0.019633989
-0.066496036
0.081702499
0.011906705
0.04793739
-0.026445063
-0.029785896
-0.034772641
0.010393558
0.047569514
-0.000627685
-0.00429766
0.011666882
0.049809433
0.010363935
0.043138041
0.066987216
0.028491173
0.014988693
0.014257408
-0.038213976
0.006636312
0.016603502
-0.005238544
-0.094330084
-0.057827399
-0.095981337
0.077234933
0.079593539
0.053864473
0.053524206
0.039280506
0.011491522
0.017346087
0.018085104
0.001282352
0.033481233
-0.025320876
0.016650376
0.020434148
0.075631505
0.060155173
0.032321919
-0.042158427
-0.029321168
0.043340394
0.127733398
-0.019770516
0.035579658
0.053508584
0.05746182
0.122213156
0.016733074
-0.059834801
0
0.197938221
0.014111407
-0.028662115
0.022043178
0.051151185
0.025375385
0.037019797
0.012901317
-0.162649283
0.006789105
-0.181705652
-0.188150142
0.21868712
-0.075061146
0.053573948
0.09788083
-0.043409402
-0.031848575
-0.006846781
-0.095749992
0.032710055
0.021393861
0.007449939
0.118683759
-0.025227392
0.040729348
0.092655386
-0.044567335
-0.107783514
0.000739898
-0.05948466
-0.024291691
0.039540209
0.047502777
-0.071142831
-0.022360089
-0.237673157
-0.089717818
0.147709236
0.033027459
0.050825984
-0.044132454
-0.098937927
-0.007841491
0.051294153
0.036653089
-0.053572587
0.050483528
0.04043229
-0.045015938
-0.115420566
0.006252943
-0.123358003
-0.106974655
0.062650718
-0.041510387
-0.237501149
-0.041269914
0.192234013
0.079989493
-0.006881782
0.03497303
-0.023375794
0.063905753
0.000913447
0.037835472
0.088325481
0.023168301
0.074732491
-0.03067122
0.024278078
0.04376728
-0.059424033
-0.065694033
0.011628465
-0.033953338
-0.008186854
0.008753254
0.08574547
-0.000431677
0.010376467
0.043122789
0.031370948
-0.005416383
0.010316003
-0.054920632
-0.111469185
-0.062248154
-0.060967658
0.012317363
0.013326141
0.02187957
0.009373432
-0.132594726
-0.010884635
0.045720491
-0.06111285
-0.030038339
0.102854984
0.02358385
0.051657254
-0.048895211
-0.00612354
0.019879551
-0.010980072
-0.067258995
-0.010428887
0.009007134
-0.155888617
-0.014022766
0.030334894
-0.053429535
0.061897919
0.04667118
-0.086974354
0.007120668
-0.017925001
0.040645765
0.016733589
-0.041617974
0.006468611
0.021969856
-0.00605101
0.138022069
0.014612935
