Day,Barrels
12/15/1995,986733
12/8/1995,985811
12/1/1995,995012
11/24/1995,1000394
11/17/1995,992765
11/10/1995,986008
11/3/1995,995729
10/27/1995,996324
10/20/1995,1002249
10/13/1995,1005058
10/6/1995,1007590
9/29/1995,1015620
9/22/1995,1008785
9/15/1995,1007889
9/8/1995,1006632
9/1/1995,1010297
8/25/1995,995693
8/18/1995,994435
8/11/1995,1003807
8/4/1995,1000165
7/28/1995,1005347
7/21/1995,1010498
7/14/1995,1016166
7/7/1995,1010077
6/30/1995,1005353
6/23/1995,1002168
6/16/1995,1009579
6/9/1995,1007105
6/2/1995,1005547
5/26/1995,1003169
5/19/1995,992322
5/12/1995,993896
5/5/1995,989712
4/28/1995,989164
4/21/1995,994666
4/14/1995,989215
4/7/1995,991633
3/31/1995,998284
3/24/1995,997725
3/17/1995,993588
3/10/1995,994785
3/3/1995,997970
2/24/1995,994038
2/17/1995,1005809
2/10/1995,1007846
2/3/1995,1018721
1/27/1995,1018773
1/20/1995,1022771
1/13/1995,1031289
1/6/1995,1031406
12/30/1994,1029548
12/23/1994,1039788
12/16/1994,1052374
12/9/1994,1053054
12/2/1994,1064797
11/25/1994,1054421
11/18/1994,1053812
11/11/1994,1055746
11/4/1994,1056886
10/28/1994,1060133
10/21/1994,1060434
10/14/1994,1066277
10/7/1994,1070372
9/30/1994,1068985
9/23/1994,1060366
9/16/1994,1056386
9/9/1994,1051625
9/2/1994,1043303
8/26/1994,1042220
8/19/1994,1036598
8/12/1994,1033979
8/5/1994,1030418
7/29/1994,1030276
7/22/1994,1029298
7/15/1994,1022604
7/8/1994,1015131
7/1/1994,1009363
6/24/1994,1002321
6/17/1994,998839
6/10/1994,997369
6/3/1994,997148
5/27/1994,989259
5/20/1994,991174
5/13/1994,992034
5/6/1994,983759
4/29/1994,979774
4/22/1994,983924
4/15/1994,977238
4/8/1994,970134
4/1/1994,973629
3/25/1994,995732
3/18/1994,1005120
3/11/1994,996804
3/4/1994,999587
2/25/1994,999336
2/18/1994,1008431
2/11/1994,1009412
2/4/1994,1020338
1/28/1994,1022402
1/21/1994,1035294
1/14/1994,1049713
1/7/1994,1052401
12/31/1993,1065992
12/24/1993,1073010
12/17/1993,1073501
12/10/1993,1079414
12/3/1993,1078583
11/26/1993,1067113
11/19/1993,1061483
11/12/1993,1069430
11/5/1993,1064738
10/29/1993,1068926
10/22/1993,1062607
10/15/1993,1054386
10/8/1993,1063395
10/1/1993,1057882
9/24/1993,1056881
9/17/1993,1064474
9/10/1993,1064706
9/3/1993,1063295
8/27/1993,1063265
8/20/1993,1057497
8/13/1993,1066945
8/6/1993,1070273
7/30/1993,1069552
7/23/1993,1066328
7/16/1993,1070428
7/9/1993,1064318
7/2/1993,1050228
6/25/1993,1056760
6/18/1993,1043794
6/11/1993,1031283
6/4/1993,1033494
5/28/1993,1019988
5/21/1993,1003142
5/14/1993,999933
5/7/1993,995574
4/30/1993,1001847
4/23/1993,1001722
4/16/1993,997069
4/9/1993,1006099
4/2/1993,994975
3/26/1993,983794
3/19/1993,979169
3/12/1993,998843
3/5/1993,994085
2/26/1993,999858
2/19/1993,1002994
2/12/1993,1017125
2/5/1993,1010055
1/29/1993,1016486
1/22/1993,1024322
1/15/1993,1027978
1/8/1993,1017925
1/1/1993,1016078
12/25/1992,1017853
12/18/1992,1042070
12/11/1992,1051993
12/4/1992,1053084
11/27/1992,1053654
11/20/1992,1049483
11/13/1992,1047675
11/6/1992,1054676
10/30/1992,1052862
10/23/1992,1054998
10/16/1992,1046409
10/9/1992,1044104
10/2/1992,1045871
9/25/1992,1044946
9/18/1992,1042791
9/11/1992,1036065
9/4/1992,1028077
8/28/1992,1028054
8/21/1992,1041586
8/14/1992,1034798
8/7/1992,1036067
7/31/1992,1038546
7/24/1992,1029838
7/17/1992,1027403
7/10/1992,1033882
7/3/1992,1028015
6/26/1992,1023803
6/19/1992,1017251
6/12/1992,1022485
6/5/1992,1010204
5/29/1992,1003498
5/22/1992,993600
5/15/1992,993599
5/8/1992,987401
5/1/1992,985153
4/24/1992,987409
4/17/1992,990053
4/10/1992,982424
4/3/1992,982898
3/27/1992,988630
3/20/1992,1001320
3/13/1992,1001487
3/6/1992,1005530
2/28/1992,1009200
2/21/1992,996328
2/14/1992,997860
2/7/1992,1006390
1/31/1992,1015725
1/24/1992,1029214
1/17/1992,1037551
1/10/1992,1041664
1/3/1992,1042440
12/27/1991,1036177
12/20/1991,1045154
12/13/1991,1056136
12/6/1991,1059296
11/29/1991,1054719
11/22/1991,1053842
11/15/1991,1055156
11/8/1991,1052724
11/1/1991,1057216
10/25/1991,1065198
10/18/1991,1066457
10/11/1991,1077918
10/4/1991,1077191
9/27/1991,1079958
9/20/1991,1079280
9/13/1991,1072777
9/6/1991,1073242
8/30/1991,1076411
8/23/1991,1069745
8/16/1991,1056705
8/9/1991,1056717
8/2/1991,1055981
7/26/1991,1052759
7/19/1991,1050214
7/12/1991,1048036
7/5/1991,1041915
6/28/1991,1042635
6/21/1991,1043797
6/14/1991,1043130
6/7/1991,1035306
5/31/1991,1030237
5/24/1991,1011949
5/17/1991,1000578
5/10/1991,991698
5/3/1991,983180
4/26/1991,980979
4/19/1991,969526
4/12/1991,967443
4/5/1991,962808
3/29/1991,967127
3/22/1991,974757
3/15/1991,979144
3/8/1991,982108
3/1/1991,987670
2/22/1991,997069
2/15/1991,996098
2/8/1991,991365
2/1/1991,992089
1/25/1991,995322
1/18/1991,997267
1/11/1991,1006734
1/4/1991,1014451
12/28/1990,1028176
12/21/1990,1039671
12/14/1990,1051147
12/7/1990,1053049
11/30/1990,1064982
11/23/1990,1064458
11/16/1990,1064285
11/9/1990,1077463
11/2/1990,1080252
10/26/1990,1079612
10/19/1990,1076105
10/12/1990,1084519
10/5/1990,1093180
9/28/1990,1098462
9/21/1990,1107920
9/14/1990,1106268
9/7/1990,1103207
8/31/1990,1093853
8/24/1990,1093287
8/17/1990,1090799
8/10/1990,1086473
8/3/1990,1099217
7/27/1990,1103760
7/20/1990,1095244
7/13/1990,1093138
7/6/1990,1084142
6/29/1990,1079161
6/22/1990,1078157
6/15/1990,1079877
6/8/1990,1076090
6/1/1990,1073856
5/25/1990,1058657
5/18/1990,1047606
5/11/1990,1033465
5/4/1990,1035614
4/27/1990,1034678
4/20/1990,1022754
4/13/1990,1027447
4/6/1990,1026553
3/30/1990,1026232
3/23/1990,1028171
3/16/1990,1025649
3/9/1990,1033756
3/2/1990,1037097
2/23/1990,1032660
2/16/1990,1052636
2/9/1990,1053257
2/2/1990,1050719
1/26/1990,1032697
1/19/1990,1019846
1/12/1990,1013190
1/5/1990,1004329
